Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Month Name,Weekday,Profit Margin
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Street Footwear,43.0,112,4816,1975,41%,Online,2021,10,4,October,Wednesday,41.00913621262458
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,75,2400,1104,46%,Online,2021,10,4,October,Wednesday,46.0
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Street Footwear,34.0,39,1326,544,41%,Online,2021,10,4,October,Wednesday,41.02564102564102
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34.0,31,1054,443,42%,Online,2021,10,4,October,Wednesday,42.0303605313093
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Apparel,42.0,38,1596,1021,64%,Online,2021,10,4,October,Wednesday,63.97243107769424
West Gear,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Apparel,49.0,73,3577,1896,53%,Online,2021,10,4,October,Wednesday,53.00531171372659
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Street Footwear,41.0,112,4592,2020,44%,Online,2021,11,4,November,Saturday,43.98954703832752
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32.0,72,2304,1129,49%,Online,2021,11,4,November,Saturday,49.00173611111111
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Street Footwear,32.0,57,1824,803,44%,Online,2021,11,4,November,Saturday,44.02412280701755
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34.0,52,1768,725,41%,Online,2021,11,4,November,Saturday,41.00678733031674
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men's Apparel,55.0,49,2695,1617,60%,Online,2021,11,4,November,Saturday,60.0
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,59.0,72,4248,2209,52%,Online,2021,11,4,November,Saturday,52.00094161958568
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men's Street Footwear,54.0,147,7938,3334,42%,Online,2021,12,4,December,Sunday,42.00050390526581
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,47.0,91,4277,2010,47%,Online,2021,12,4,December,Sunday,46.995557633855505
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Street Footwear,47.0,83,3901,1638,42%,Online,2021,12,4,December,Sunday,41.98923352986414
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,49.0,61,2989,1285,43%,Online,2021,12,4,December,Sunday,42.9909668785547
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men's Apparel,59.0,59,3481,2123,61%,Online,2021,12,4,December,Sunday,60.98822177535192
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Apparel,59.0,88,5192,2856,55%,Online,2021,12,4,December,Sunday,55.007704160246526
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Street Footwear,28.0,126,3528,1588,45%,Online,2021,1,1,January,Sunday,45.01133786848073
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.0,70,2030,934,46%,Online,2021,1,1,January,Sunday,46.00985221674877
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Street Footwear,18.0,65,1170,480,41%,Online,2021,1,1,January,Sunday,41.02564102564102
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Athletic Footwear,23.0,29,667,300,45%,Online,2021,1,1,January,Sunday,44.97751124437781
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men's Apparel,38.0,45,1710,1060,62%,Online,2021,1,1,January,Sunday,61.98830409356725
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Apparel,28.0,73,2044,1124,55%,Online,2021,1,1,January,Sunday,54.99021526418787
West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men's Street Footwear,29.0,140,4060,1665,41%,Online,2021,2,1,February,Wednesday,41.00985221674877
West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29.0,39,1131,554,49%,Online,2021,2,1,February,Wednesday,48.98320070733864
West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Women's Street Footwear,20.0,60,1200,516,43%,Online,2021,2,1,February,Wednesday,43.0
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23.0,20,460,198,43%,Online,2021,2,1,February,Wednesday,43.04347826086957
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,38.0,38,1444,881,61%,Online,2021,2,1,February,Wednesday,61.011080332409975
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,14.0,65,910,464,51%,Online,2021,2,1,February,Wednesday,50.989010989010985
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,19.0,141,2679,1098,41%,Online,2021,3,1,March,Tuesday,40.985442329227325
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,19.0,44,836,418,50%,Online,2021,3,1,March,Tuesday,50.0
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9.0,59,531,234,44%,Online,2021,3,1,March,Tuesday,44.06779661016949
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,14.0,20,280,115,41%,Online,2021,3,1,March,Tuesday,41.07142857142857
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,29.0,34,986,601,61%,Online,2021,3,1,March,Tuesday,60.95334685598377
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,18.0,63,1134,612,54%,Online,2021,3,1,March,Tuesday,53.96825396825397
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,18.0,122,2196,900,41%,Online,2021,4,2,April,Saturday,40.98360655737705
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20.0,39,780,359,46%,Online,2021,4,2,April,Saturday,46.02564102564102
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9.0,41,369,159,43%,Online,2021,4,2,April,Saturday,43.08943089430895
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15.0,22,330,135,41%,Online,2021,4,2,April,Saturday,40.909090909090914
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,55.0,26,1430,887,62%,Online,2021,4,2,April,Saturday,62.02797202797202
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,49.0,61,2989,1644,55%,Online,2021,4,2,April,Saturday,55.00167280026764
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58.0,134,7772,3187,41%,Online,2021,5,2,May,Tuesday,41.006176016469375
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,39.0,50,1950,956,49%,Online,2021,5,2,May,Tuesday,49.02564102564103
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,49,1617,728,45%,Online,2021,5,2,May,Tuesday,45.02164502164502
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32.0,38,1216,535,44%,Online,2021,5,2,May,Tuesday,43.99671052631579
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,44.0,53,2332,1423,61%,Online,2021,5,2,May,Tuesday,61.020583190394504
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,47.0,90,4230,2157,51%,Online,2021,5,2,May,Tuesday,50.99290780141844
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.0,160,5120,2253,44%,Online,2021,6,2,June,Thursday,44.00390625
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,27.0,90,2430,1191,49%,Online,2021,6,2,June,Thursday,49.01234567901235
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,52,1248,549,44%,Online,2021,6,2,June,Thursday,43.99038461538461
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,24.0,47,1128,462,41%,Online,2021,6,2,June,Thursday,40.95744680851064
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,34.0,46,1564,938,60%,Online,2021,6,2,June,Thursday,59.974424552429674
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,51.0,98,4998,2749,55%,Online,2021,6,2,June,Thursday,55.002000800320126
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,45.0,149,6705,2816,42%,Online,2021,7,3,July,Friday,41.99850857568978
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,42.0,87,3654,1790,49%,Online,2021,7,3,July,Friday,48.98741105637657
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,38.0,61,2318,997,43%,Online,2021,7,3,July,Friday,43.01121656600518
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,38.0,51,1938,814,42%,Online,2021,7,3,July,Friday,42.00206398348813
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,48.0,50,2400,1488,62%,Online,2021,7,3,July,Friday,62.0
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,52.0,94,4888,2640,54%,Online,2021,7,3,July,Friday,54.00981996726678
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,46.0,158,7268,3053,42%,Online,2021,8,3,August,Tuesday,42.006053935057786
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,43.0,84,3612,1698,47%,Online,2021,8,3,August,Tuesday,47.00996677740864
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,39.0,56,2184,874,40%,Online,2021,8,3,August,Tuesday,40.01831501831502
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,39.0,50,1950,878,45%,Online,2021,8,3,August,Tuesday,45.02564102564103
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,48.0,46,2208,1435,65%,Online,2021,8,3,August,Tuesday,64.99094202898551
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,52.0,102,5304,2705,51%,Online,2021,8,3,August,Tuesday,50.99924585218702
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33.0,143,4719,1935,41%,Online,2021,9,3,September,Saturday,41.00445009535918
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,29.0,65,1885,848,45%,Online,2021,9,3,September,Saturday,44.9867374005305
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,44,1056,475,45%,Online,2021,9,3,September,Saturday,44.98106060606061
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23.0,34,782,352,45%,Online,2021,9,3,September,Saturday,45.012787723785166
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,33.0,33,1089,708,65%,Online,2021,9,3,September,Saturday,65.0137741046832
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,38.0,52,1976,988,50%,Online,2021,9,3,September,Saturday,50.0
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,43.0,113,4859,2041,42%,Online,2021,10,4,October,Sunday,42.004527680592716
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33.0,68,2244,1077,48%,Online,2021,10,4,October,Sunday,47.99465240641711
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,34.0,33,1122,482,43%,Online,2021,10,4,October,Sunday,42.95900178253119
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32.0,33,1056,433,41%,Online,2021,10,4,October,Sunday,41.003787878787875
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,44.0,33,1452,915,63%,Online,2021,10,4,October,Sunday,63.01652892561983
West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,46.0,65,2990,1525,51%,Online,2021,10,4,October,Sunday,51.00334448160535
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,41.0,104,4264,1834,43%,Online,2021,11,4,November,Wednesday,43.01125703564728
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32.0,78,2496,1173,47%,Online,2021,11,4,November,Wednesday,46.99519230769231
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,69,2277,956,42%,Online,2021,11,4,November,Wednesday,41.985068072024596
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33.0,65,2145,965,45%,Online,2021,11,4,November,Wednesday,44.988344988344984
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,58.0,56,3248,2014,62%,Online,2021,11,4,November,Wednesday,62.00738916256158
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,61.0,75,4575,2333,51%,Online,2021,11,4,November,Wednesday,50.994535519125684
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58.0,138,8004,3282,41%,Online,2021,12,4,December,Thursday,41.00449775112443
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49.0,102,4998,2349,47%,Online,2021,12,4,December,Thursday,46.99879951980792
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,45.0,87,3915,1723,44%,Online,2021,12,4,December,Thursday,44.01021711366539
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.0,73,3504,1577,45%,Online,2021,12,4,December,Thursday,45.00570776255708
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.0,73,4161,2497,60%,Online,2021,12,4,December,Thursday,60.00961307378034
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,59.0,88,5192,2700,52%,Online,2021,12,4,December,Thursday,52.003081664098616
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.0,140,4480,2330,52%,Online,2021,1,1,January,Sunday,52.00892857142857
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32.0,78,2496,1273,51%,Online,2021,1,1,January,Sunday,51.00160256410257
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,87,2088,940,45%,Online,2021,1,1,January,Sunday,45.01915708812261
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,28.0,44,1232,591,48%,Online,2021,1,1,January,Sunday,47.97077922077922
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Apparel,41.0,58,2378,1046,44%,Online,2021,1,1,January,Sunday,43.986543313709
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Apparel,32.0,84,2688,1344,50%,Online,2021,1,1,January,Sunday,50.0
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,34.0,160,5440,2992,55%,Online,2021,2,1,February,Wednesday,55.00000000000001
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,34.0,52,1768,902,51%,Online,2021,2,1,February,Wednesday,51.01809954751131
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,73,1752,876,50%,Online,2021,2,1,February,Wednesday,50.0
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,36,1044,491,47%,Online,2021,2,1,February,Wednesday,47.03065134099617
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,58,2378,1046,44%,Online,2021,2,1,February,Wednesday,43.986543313709
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,19.0,75,1425,727,51%,Online,2021,2,1,February,Wednesday,51.01754385964913
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.0,151,3473,1771,51%,Online,2021,3,1,March,Tuesday,50.993377483443716
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.0,61,1403,772,55%,Online,2021,3,1,March,Tuesday,55.02494654312188
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,72,1008,504,50%,Online,2021,3,1,March,Tuesday,50.0
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.0,31,589,265,45%,Online,2021,3,1,March,Tuesday,44.99151103565365
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Apparel,32.0,44,1408,605,43%,Online,2021,3,1,March,Tuesday,42.96875
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,24.0,74,1776,924,52%,Online,2021,3,1,March,Tuesday,52.02702702702703
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.0,125,2875,1581,55%,Online,2021,4,2,April,Saturday,54.99130434782609
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.0,54,1242,646,52%,Online,2021,4,2,April,Saturday,52.012882447665056
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,52,728,364,50%,Online,2021,4,2,April,Saturday,50.0
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.0,36,684,328,48%,Online,2021,4,2,April,Saturday,47.953216374269005
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Apparel,61.0,45,2745,1208,44%,Online,2021,4,2,April,Saturday,44.00728597449909
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,47.0,72,3384,1861,55%,Online,2021,4,2,April,Saturday,54.99408983451537
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Street Footwear,54.0,164,8856,4428,50%,Online,2021,5,2,May,Tuesday,50.0
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.0,73,2701,1486,55%,Online,2021,5,2,May,Tuesday,55.01666049611254
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,34.0,56,1904,895,47%,Online,2021,5,2,May,Tuesday,47.0063025210084
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.0,49,1666,816,49%,Online,2021,5,2,May,Tuesday,48.97959183673469
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Apparel,44.0,58,2552,1148,45%,Online,2021,5,2,May,Tuesday,44.98432601880878
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Apparel,53.0,91,4823,2508,52%,Online,2021,5,2,May,Tuesday,52.00082935931992
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,36.0,155,5580,3069,55%,Online,2021,6,2,June,Thursday,55.00000000000001
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,94,3008,1594,53%,Online,2021,6,2,June,Thursday,52.99202127659575
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,50,1350,608,45%,Online,2021,6,2,June,Thursday,45.03703703703704
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,46,1334,627,47%,Online,2021,6,2,June,Thursday,47.00149925037481
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Apparel,36.0,53,1908,859,45%,Online,2021,6,2,June,Thursday,45.020964360587
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Apparel,56.0,91,5096,2599,51%,Online,2021,6,2,June,Thursday,51.00078492935636
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,51.0,149,7599,4027,53%,Online,2021,7,3,July,Friday,52.99381497565469
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.0,84,4116,2058,50%,Online,2021,7,3,July,Friday,50.0
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.0,68,2856,1285,45%,Online,2021,7,3,July,Friday,44.99299719887955
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42.0,49,2058,967,47%,Online,2021,7,3,July,Friday,46.987366375121475
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Apparel,51.0,50,2550,1071,42%,Online,2021,7,3,July,Friday,42.0
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Apparel,54.0,101,5454,2782,51%,Online,2021,7,3,July,Friday,51.008434176751
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,47.0,152,7144,3929,55%,Online,2021,8,3,August,Tuesday,54.99720044792833
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,41.0,87,3567,1926,54%,Online,2021,8,3,August,Tuesday,53.994953742640874
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,37.0,56,2072,974,47%,Online,2021,8,3,August,Tuesday,47.00772200772201
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38.0,60,2280,1072,47%,Online,2021,8,3,August,Tuesday,47.01754385964912
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Apparel,47.0,53,2491,1121,45%,Online,2021,8,3,August,Tuesday,45.00200722601365
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Apparel,54.0,91,4914,2604,53%,Online,2021,8,3,August,Tuesday,52.991452991452995
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.0,133,4389,2370,54%,Online,2021,9,3,September,Saturday,53.998632946001365
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.0,74,2146,1073,50%,Online,2021,9,3,September,Saturday,50.0
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,23.0,49,1127,530,47%,Online,2021,9,3,September,Saturday,47.02750665483585
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,24.0,41,984,462,47%,Online,2021,9,3,September,Saturday,46.95121951219512
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Apparel,33.0,42,1386,554,40%,Online,2021,9,3,September,Saturday,39.97113997113997
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Apparel,36.0,68,2448,1273,52%,Online,2021,9,3,September,Saturday,52.001633986928105
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.0,116,4756,2521,53%,Online,2021,10,4,October,Sunday,53.006728343145504
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,65,2080,1144,55%,Online,2021,10,4,October,Sunday,55.00000000000001
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.0,38,1216,572,47%,Online,2021,10,4,October,Sunday,47.03947368421053
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,33.0,44,1452,668,46%,Online,2021,10,4,October,Sunday,46.005509641873275
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,38,1558,686,44%,Online,2021,10,4,October,Sunday,44.03080872913993
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Apparel,48.0,83,3984,2112,53%,Online,2021,10,4,October,Sunday,53.01204819277109
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.0,123,5043,2572,51%,Online,2021,11,4,November,Wednesday,51.001388062661114
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,33.0,98,3234,1779,55%,Online,2021,11,4,November,Wednesday,55.009276437847866
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.0,81,2592,1244,48%,Online,2021,11,4,November,Wednesday,47.99382716049383
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.0,83,2822,1411,50%,Online,2021,11,4,November,Wednesday,50.0
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,55.0,75,4125,1650,40%,Online,2021,11,4,November,Wednesday,40.0
West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Apparel,61.0,91,5551,2998,54%,Online,2021,11,4,November,Wednesday,54.00828679517205
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,58.0,150,8700,4437,51%,Online,2021,12,4,December,Thursday,51.0
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.0,108,5292,2911,55%,Online,2021,12,4,December,Thursday,55.00755857898715
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,49.0,105,5145,2367,46%,Online,2021,12,4,December,Thursday,46.005830903790084
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.0,87,3915,1958,50%,Online,2021,12,4,December,Thursday,50.01277139208173
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Apparel,54.0,84,4536,1950,43%,Online,2021,12,4,December,Thursday,42.98941798941799
West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Apparel,62.0,120,7440,3720,50%,Online,2021,12,4,December,Thursday,50.0
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Street Footwear,32.0,125,4000,2080,52%,Online,2021,1,1,January,Sunday,52.0
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,75,2400,1320,55%,Online,2021,1,1,January,Sunday,55.00000000000001
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.0,87,2175,1196,55%,Online,2021,1,1,January,Sunday,54.98850574712644
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,45,1305,705,54%,Online,2021,1,1,January,Sunday,54.02298850574713
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,54,2214,1129,51%,Online,2021,1,1,January,Sunday,50.993676603432704
